Transportation and Material Moving Occupations
Supervisors of Transportation and Material Moving Workers
First-Line Supervisors of Transportation and Material Moving Workers
Aircraft Cargo Handling Supervisors
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
First-Line Supervisors of Material-Moving Machine and Vehicle Operators
First-Line Supervisors of Passenger Attendants
"First-Line Supervisors of Transportation Workers, All Other"
Air Transportation Workers
Aircraft Pilots and Flight Engineers
"Airline Pilots, Copilots, and Flight Engineers"
Commercial Pilots
Air Traffic Controllers and Airfield Operations Specialists
Air Traffic Controllers
Airfield Operations Specialists
Flight Attendants
Flight Attendants
Motor Vehicle Operators
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Driver/Sales Workers and Truck Drivers
Driver/Sales Workers
Heavy and Tractor-Trailer Truck Drivers
Light Truck Drivers
Passenger Vehicle Drivers
"Bus Drivers, School"
"Bus Drivers, Transit and Intercity"
Shuttle Drivers and Chauffeurs
Taxi Drivers
Miscellaneous Motor Vehicle Operators
"Motor Vehicle Operators, All Other"
Rail Transportation Workers
Locomotive Engineers and Operators
Locomotive Engineers
"Rail Yard Engineers, Dinkey Operators, and Hostlers"
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Railroad Conductors and Yardmasters
Railroad Conductors and Yardmasters
Subway and Streetcar Operators
Subway and Streetcar Operators
Miscellaneous Rail Transportation Workers
"Rail Transportation Workers, All Other"
Water Transportation Workers
Sailors and Marine Oilers
Sailors and Marine Oilers
Ship and Boat Captains and Operators
"Captains, Mates, and Pilots of Water Vessels"
Motorboat Operators
Ship Engineers
Ship Engineers
Other Transportation Workers
Bridge and Lock Tenders
Bridge and Lock Tenders
Parking Attendants
Parking Attendants
Transportation Service Attendants
Automotive and Watercraft Service Attendants
Aircraft Service Attendants
Traffic Technicians
Traffic Technicians
Transportation Inspectors
Transportation Inspectors
Passenger Attendants
Passenger Attendants
Miscellaneous Transportation Workers
"Transportation Workers, All Other"
Material Moving Workers
Conveyor Operators and Tenders
Conveyor Operators and Tenders
Crane and Tower Operators
Crane and Tower Operators
Dredge Operators
Dredge Operators
Hoist and Winch Operators
Hoist and Winch Operators
Industrial Truck and Tractor Operators
Industrial Truck and Tractor Operators
Laborers and Material Movers
Cleaners of Vehicles and Equipment
"Laborers and Freight, Stock, and Material Movers, Hand"
Machine Feeders and Offbearers
"Packers and Packagers, Hand"
Stockers and Order Fillers
Pumping Station Operators
Gas Compressor and Gas Pumping Station Operators
"Pump Operators, Except Wellhead Pumpers"
Wellhead Pumpers
Refuse and Recyclable Material Collectors
Refuse and Recyclable Material Collectors
"Tank Car, Truck, and Ship Loaders"
"Tank Car, Truck, and Ship Loaders"
Miscellaneous Material Moving Workers
"Material Moving Workers, All Other"
